reaction_id,prompt,answer,generated
R-HSA-70664,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PYCR1 decamer [mitochondrial matrix] (complex of PYCR1 [mitochondrial matrix] (UniProt: P32322))
Reactants: 1PYR-5COOH [mitochondrial matrix] (ChEBI: 17388), H+ [mitochondrial matrix] (ChEBI: 15378), NADH [mitochondrial matrix] (ChEBI: 57945)
Products: ","L-Pro [mitochondrial matrix] (ChEBI: 60039), NAD+ [mitochondrial matrix] (ChEBI: 57540)",
R-HSA-71286,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GAMT [cytosol] (UniProt: Q14353)
Reactants: GAA [cytosol] (ChEBI: 16344), AdoMet [cytosol] (ChEBI: 59789)
Products: ","CRET [cytosol] (ChEBI: 57947), AdoHcy [cytosol] (ChEBI: 57856), H+ [cytosol] (ChEBI: 15378)",
R-HSA-71802,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PFKFB dimers [cytosol] (complex of PFKFB1 [cytosol] (UniProt: P16118), PFKFB2 [cytosol] (UniProt: O60825), PFKFB3 [cytosol] (UniProt: Q16875), PFKFB4 [cytosol] (UniProt: Q16877))
Reactants: Fru(6)P [cytosol] (ChEBI: 57634), ATP [cytosol] (ChEBI: 30616)
Products: ","D-Fructose 2,6-bisphosphate [cytosol] (ChEBI: 58579), ADP [cytosol] (ChEBI: 456216), H+ [cytosol] (ChEBI: 15378)",
R-HSA-727768,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC29A4 [plasma membrane] (UniProt: Q7RTT9)
Reactants: ligands of SLC29A4 [cytosol] (complex of Ade-Rib [cytosol] (ChEBI: 16335), DA [cytosol] (ChEBI: 59905), 5HT [cytosol] (ChEBI: 350546), ADR [cytosol] (ChEBI: 71406), NAd [cytosol] (ChEBI: 72587))
Products: ","ligands of SLC29A4 [extracellular region] (complex of Ade-Rib [extracellular region] (ChEBI: 16335), DA [extracellular region] (ChEBI: 59905), ADR [extracellular region] (ChEBI: 71406), NAd [extracellular region] (ChEBI: 72587), 5HT [extracellular region] (ChEBI: 350546))",
R-HSA-74376,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: UPP1, UPP2 [cytosol] (complex of UPP1 [cytosol] (UniProt: Q16831), UPP2 [cytosol] (UniProt: O95045))
Reactants: (d)Ura [cytosol] (complex of Ura-Rib [cytosol] (ChEBI: 16704), dU [cytosol] (ChEBI: 16450)), Pi [cytosol] (ChEBI: 43474)
Products: ","Ura [cytosol] (ChEBI: 17568), R1P, dRibP [cytosol] (complex of R1P [cytosol] (ChEBI: 57720), dRibP [cytosol] (ChEBI: 58576))",
R-HSA-74885,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GUCYs [photoreceptor disc membrane] (complex of GUCY2D [photoreceptor disc membrane] (UniProt: Q02846), GUCY2F [photoreceptor disc membrane] (UniProt: P51841))
Reactants: GTP [cytosol] (ChEBI: 37565)
Products: ","cGMP [cytosol] (ChEBI: 16356), PPi [cytosol] (ChEBI: 33019)",
R-HSA-77299,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ACADVL dimer [mitochondrial matrix] (complex of ACADVL [mitochondrial matrix] (UniProt: P49748))
Reactants: PalmCoA [mitochondrial matrix] (ChEBI: 57379), FAD [mitochondrial matrix] (ChEBI: 57692)
Products: ","FADH2 [mitochondrial matrix] (ChEBI: 58307), trans-Hexadec-2-enoyl-CoA [mitochondrial matrix] (ChEBI: 61526)",
R-HSA-879221,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: Pyrin trimer [cytosol] (complex of MEFV [cytosol] (UniProt: O15553)), PSTPIP1 trimer [cytosol] (complex of PSTPIP1 [cytosol] (UniProt: O43586))
Products: ","PSTPIP1 trimer:Pyrin trimer [cytosol] (complex of PSTPIP1 [cytosol] (UniProt: O43586), MEFV [cytosol] (UniProt: O15553))",
R-HSA-880007,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: D2HGDH [mitochondrial matrix] (UniProt: Q8N465)
Reactants: 2HG [mitochondrial matrix] (ChEBI: 32796), FAD [mitochondrial matrix] (ChEBI: 57692)
Products: ","2OG [mitochondrial matrix] (ChEBI: 16810), FADH2 [mitochondrial matrix] (ChEBI: 58307)",
R-HSA-8850854,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NTPDase1:Ca2+,Mg2+ [plasma membrane] (complex of ENTPD1 [plasma membrane] (UniProt: P49961), Ca2+ [extracellular region] (ChEBI: 29108), Mg2+ [extracellular region] (ChEBI: 18420))
Reactants: NDP [extracellular region] (ChEBI: 57930), H2O [extracellular region] (ChEBI: 15377)
Products: ","NMP [extracellular region] (ChEBI: 58043), Pi [extracellular region] (ChEBI: 43474), H+ [extracellular region] (ChEBI: 15378)",
R-HSA-8867098,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: GYPA,GYPB,GYPC [plasma membrane] (complex of GYPA [plasma membrane] (UniProt: P02724), GYPB [plasma membrane] (UniProt: P06028), GYPC [plasma membrane] (UniProt: P04921))
Products: ","GYPA,GYPB,GYPC:eba-175,ebl1,eba-140 [plasma membrane] (complex of GYPA [plasma membrane] (UniProt: P02724), GYPB [plasma membrane] (UniProt: P06028), GYPC [plasma membrane] (UniProt: P04921), eba-175 [plasma membrane] (UniProt: P19214), ebl1 [plasma membrane] (UniProt: Q9U4X0), eba-140 [plasma membrane] (UniProt: Q76NM5))",
R-HSA-8870289,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PUS3 [cytosol] (UniProt: Q9BZE2)
Reactants: tRNA containing U-39 [cytosol]
Products: ",tRNA containing pseudoU-39 [cytosol],
R-HSA-893596,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PXLP-KYAT1 dimer [cytosol] (complex of PXLP-K247-KYAT1 [cytosol] (UniProt: Q16773))
Reactants: L-KYN [cytosol] (ChEBI: 57959), 2OG [cytosol] (ChEBI: 16810)
Products: ","KYNA [cytosol] (ChEBI: 58454), L-Glu [cytosol] (ChEBI: 29985), H2O [cytosol] (ChEBI: 15377)",
R-HSA-8943987,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SCUBE1,SCUBE3 [plasma membrane] (complex of SCUBE1 [plasma membrane] (UniProt: Q8IWY4), SCUBE3 [plasma membrane] (UniProt: Q8IX30))
Products: ","SCUBE1,SCUBE3 polymer, SCUBE3 polymer [plasma membrane]",
R-HSA-8950213,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PITPNA gene [nucleoplasm] (ENSEMBL: ENSG00000174238)
Products: ",PITPNA [cytosol] (UniProt: Q00169),
R-HSA-8953499,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: IMPAD1:Mg2+ [Golgi lumen] (complex of IMPAD1 [Golgi lumen] (UniProt: Q9NX62), Mg2+ [Golgi lumen] (ChEBI: 18420))
Reactants: PAP [Golgi lumen] (ChEBI: 58343), H2O [Golgi lumen] (ChEBI: 15377)
Products: ","adenosine 5'-monophosphate [Golgi lumen] (ChEBI: 456215), Pi [Golgi lumen] (ChEBI: 43474)",
R-HSA-8955794,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PGP:Mg2+ dimer [cytosol] (complex of Mg2+ [cytosol] (ChEBI: 18420), PGP [cytosol] (UniProt: A6NDG6))
Reactants: H2O [cytosol] (ChEBI: 15377), G3P [cytosol] (ChEBI: 57597)
Products: ","Glycerol [cytosol] (ChEBI: 17754), Pi [cytosol] (ChEBI: 43474)",
R-HSA-9012186,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CHD1 mRNA [cytosol]
Products: ",CHD1 [nucleoplasm] (UniProt: O14646),
R-HSA-9014627,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PXLP-SDS dimers [cytosol] (complex of PXLP-K41-SDS [cytosol] (UniProt: P20132), PXLP-K48-SDSL [cytosol] (UniProt: Q96GA7))
Reactants: L-Thr [cytosol] (ChEBI: 57926)
Products: ","NH4+ [cytosol] (ChEBI: 28938), 2OBUTA [cytosol] (ChEBI: 16763)",
R-HSA-9021478,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: WWC1 gene [nucleoplasm] (ENSEMBL: ENSG00000113645)
Products: ",WWC1 [cytosol] (UniProt: Q8IX03),
R-HSA-9034539,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PXLP-K56-SRR dimer [cytosol] (complex of PXLP-K56-SRR [cytosol] (UniProt: Q9GZT4))
Reactants: L-Ser [cytosol] (ChEBI: 33384)
Products: ","PYR [cytosol] (ChEBI: 15361), NH4+ [cytosol] (ChEBI: 28938)",
R-HSA-9634446,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: GFI1 gene [nucleoplasm] (ENSEMBL: ENSG00000162676)
Products: ",GFI1 [nucleoplasm] (UniProt: Q99684),
R-HSA-9650710,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PPP1R15A mRNA [cytosol]
Products: ",PPP1R15A [cytosol] (UniProt: O75807),
R-HSA-9657775,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ANGPTL3 gene [nucleoplasm] (ENSEMBL: ENSG00000132855)
Products: ",ANGPTL3 [extracellular region] (UniProt: Q9Y5C1),
R-HSA-9673054,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PM20D1 [extracellular region] (UniProt: Q6GTS8)
Reactants: H2O [extracellular region] (ChEBI: 15377), oleoyl-Phe [extracellular region] (ChEBI: 134020)
Products: ","L-Phe [extracellular region] (ChEBI: 58095), OLEA [extracellular region] (ChEBI: 30823)",
R-HSA-9693478,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: HTR1A [plasma membrane] (UniProt: P08908), HTR1A agonists [extracellular region]
Products: ",HTR1A:HTR1A agonists [plasma membrane] (complex of HTR1A [plasma membrane] (UniProt: P08908)),
R-HSA-9726875,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SNIs [extracellular region], HCNs:cAMP [plasma membrane] (complex of HCN1 [plasma membrane] (UniProt: O60741), HCN3 [plasma membrane] (UniProt: Q9P1Z3), HCN4 [plasma membrane] (UniProt: Q9Y3Q4), HCN2 [plasma membrane] (UniProt: Q9UL51), cAMP [cytosol] (ChEBI: 58165))
Products: ","HCNs:cAMP:SNIs [plasma membrane] (complex of HCN1 [plasma membrane] (UniProt: O60741), HCN3 [plasma membrane] (UniProt: Q9P1Z3), HCN4 [plasma membrane] (UniProt: Q9Y3Q4), HCN2 [plasma membrane] (UniProt: Q9UL51), cAMP [cytosol] (ChEBI: 58165))",
R-HSA-975449,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GABRR pentamers:GABA [plasma membrane] (complex of GABA [extracellular region] (ChEBI: 59888), GABRR1 [plasma membrane] (UniProt: P24046), GABRR2 [plasma membrane] (UniProt: P28476), GABRR3 [plasma membrane] (UniProt: A8MPY1))
Reactants: Cl- [extracellular region] (ChEBI: 17996)
Products: ",Cl- [cytosol] (ChEBI: 17996),
R-HSA-9761110,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: BHLHE22 homodimer [nucleoplasm] (complex of BHLHE22 [nucleoplasm] (UniProt: Q8NFJ8)), CDH11 gene [nucleoplasm] (ENSEMBL: ENSG00000140937)
Products: ","BHLHE22 homodimer:CDH11 gene [nucleoplasm] (complex of BHLHE22 [nucleoplasm] (UniProt: Q8NFJ8), CDH11 gene [nucleoplasm] (ENSEMBL: ENSG00000140937))",
R-HSA-9827995,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NANOS3 gene [nucleoplasm] (ENSEMBL: ENSG00000187556)
Products: ",NANOS3 [nucleoplasm] (UniProt: P60323),
R-HSA-9832907,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SOX1 gene [nucleoplasm] (ENSEMBL: ENSG00000182968)
Products: ",SOX1 [nucleoplasm] (UniProt: O00570),
R-HSA-9837149,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: TBRG4 [mitochondrial matrix] (UniProt: Q969Z0), 12S rRNA,16S rRNA, MT-ATP6 mRNA, MTCO1,2,3 mRNA,MT-CYB mRNA,MT-ND1,2,3,4,5,6 mRNA [mitochondrial matrix]
Products: ","TBRG4:12S rRNA,16S rRNA, MT-ATP6 mRNA, MTCO1,2,3 mRNA,MT-CYB mRNA,MT-ND1,2,3,4,5,6 mRNA [mitochondrial matrix] (complex of TBRG4 [mitochondrial matrix] (UniProt: Q969Z0))",
R-HSA-9845516,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: B3GALT4 [Golgi membrane] (UniProt: O96024)
Reactants: GM2,GD2,GA2 [Golgi membrane] (complex of GA2-d18 [Golgi membrane] (ChEBI: 78486), GD2-d18 [Golgi membrane] (ChEBI: 78542), GM2 [Golgi membrane] (ChEBI: 79218)), UDP-Gal [Golgi lumen] (ChEBI: 66914)
Products: ","GM1,GD1b,GA1 [Golgi membrane] (complex of GA1-d18 [Golgi membrane] (ChEBI: 78484), GD1b [Golgi membrane] (ChEBI: 87785), GM1 [Golgi membrane] (ChEBI: 82639)), UDP [Golgi lumen] (ChEBI: 58223), H+ [Golgi lumen] (ChEBI: 15378)",
R-HSA-9858297,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: TRPM1 gene [nucleoplasm] (ENSEMBL: ENSG00000134160)
Products: ",TRPM1 [plasma membrane] (UniProt: Q7Z4N2),
R-HSA-9859334,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: LPIN1 gene [nucleoplasm] (ENSEMBL: ENSG00000134324)
Products: ",LPIN1 [endoplasmic reticulum membrane] (UniProt: Q14693),
R-HSA-9911520,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: TEM-1 [cytosol] (UniProt: P62593)
Reactants: H2O [cytosol] (ChEBI: 15377), penicillin G [cytosol]
Products: ",substituted β-amino acid [cytosol] (ChEBI: 140347),
R-HSA-9937298,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DHRSX [endoplasmic reticulum membrane] (UniProt: Q8N5I4)
Reactants: pPNOL [cytoplasmic side of endoplasmic reticulum membrane] (ChEBI: 67132), NAD+ [cytosol] (ChEBI: 57540)
Products: ","H+ [cytosol] (ChEBI: 15378), NADH [cytosol] (ChEBI: 57945), pNAL [cytoplasmic side of endoplasmic reticulum membrane] (ChEBI: 231623)",
R-HSA-9941055,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SPAM1 [plasma membrane] (UniProt: P38567)
Reactants: HA [extracellular region]
Products: ",(HA)50 [plasma membrane],
R-HSA-1008248,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: AK3 [mitochondrial matrix] (UniProt: Q9UIJ7)
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: ","GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)",
R-HSA-1237096,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MRI1 [cytosol] (UniProt: Q9BV20)
Reactants: MTRIBP [cytosol] (ChEBI: 58533)
Products: ",MTRIBUP [cytosol] (ChEBI: 58548),
R-HSA-1254290,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CSN2 gene [nucleoplasm] (ENSEMBL: ENSG00000135222)
Products: ",CSN2 [extracellular region] (UniProt: P05814),
R-HSA-1307802,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MIA40:ERV1 [mitochondrial intermembrane space] (complex of CHCHD4 [mitochondrial intermembrane space] (UniProt: Q8N4Q1), GFER [mitochondrial intermembrane space] (UniProt: P55789))
Reactants: Substrates of MIA40:ERV1 [mitochondrial intermembrane space]
Products: ",Products of MIA40:ERV1 [mitochondrial intermembrane space],
R-HSA-1454781,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: A2M tetramer [extracellular region] (complex of A2M [extracellular region] (UniProt: P01023)), MMP1, 3, 13, (2, 7-12, 19) [extracellular region]
Products: ","Alpha 2-macroglobulin:MMP1, 3, 13, (2, 7-12, 19) [extracellular region] (complex of A2M [extracellular region] (UniProt: P01023))",
